Fecha;Hora;name;stationId;Vel Viento;Rad Solar;Presion Baro;Lluvia;Temperatura 8M;Dir Viento;Temperatura;Humedad
2025-10-27;15:24;Jazmin;34;3.8;572.0;561.0;0.0;;280.0;18.8;71.0
2025-10-27;15:24;Ciudad Bolivar;37;;325.0;555.0;0.0;;;16.1;
2025-10-27;15:24;Colina;38;0.9;53.0;562.0;0.3;;271.0;14.8;
2025-10-27;15:24;Movil Fontibon;39;;444.0;562.0;;;;17.6;
2025-10-27;16:20;Usaquen;1;0.2;;;2.1;;252.0;15.5;
2025-10-27;16:20;Carvajal - Sevillana;3;3.8;;;0.0;;34.0;18.2;
2025-10-27;16:20;Tunal;4;3.0;234.0;561.0;0.0;;298.0;;67.0
2025-10-27;16:20;Centro de Alto Rendimiento;5;1.3;52.0;562.0;2.1;;289.0;13.4;82.0
2025-10-27;16:20;Las Ferias;6;1.7;;561.0;1.4;;216.0;15.1;80.0
2025-10-27;16:20;Guaymaral;8;1.4;114.0;561.0;0.0;16.7;214.0;17.1;67.0
2025-10-27;16:20;Kennedy;9;3.1;179.0;;0.0;;291.0;;73.8
2025-10-27;16:20;Suba;11;1.8;;;0.0;;236.0;14.9;
2025-10-27;16:20;Puente Aranda;13;2.6;151.0;561.0;0.5;;258.0;16.5;86.0
2025-10-27;16:20;MinAmbiente;17;-9999.0;;;16.1;;-9999.0;;
2025-10-27;16:20;San Cristobal;24;2.1;51.0;;0.3;;339.0;15.3;80.0
2025-10-27;16:20;Movil 7ma;26;0.4;29.0;560.0;2.4;;242.0;16.2;70.7
2025-10-27;16:20;Bolivia;27;2.2;133.0;562.0;0.0;;275.0;15.0;89.0
2025-10-27;16:20;Fontibon;30;4.5;;562.0;0.0;;252.0;16.1;77.0
2025-10-27;16:20;Usme;32;;204.0;559.0;0.0;;;18.6;
2025-10-27;16:20;Jazmin;34;2.9;205.0;561.0;0.0;;292.0;16.9;82.0
2025-10-27;16:20;Ciudad Bolivar;37;;152.0;555.0;0.0;;;15.0;
2025-10-27;16:20;Colina;38;0.9;53.0;562.0;0.3;;271.0;14.8;
2025-10-27;16:20;Movil Fontibon;39;;216.0;562.0;;;;16.4;
2025-10-27;17:21;Usaquen;1;1.8;;;0.1;;127;14.9;
2025-10-27;17:21;Carvajal - Sevillana;3;2.6;;;0;;40;17.6;
2025-10-27;17:21;Tunal;4;2;81;561;0;;305;;71
2025-10-27;17:21;Centro de Alto Rendimiento;5;0.6;43;563;0;;310;13.5;84
2025-10-27;17:21;Las Ferias;6;1.9;;562;0.2;;208;14.9;80
2025-10-27;17:21;Guaymaral;8;1.1;16;562;0;16.1;250;16.5;68
2025-10-27;17:21;Kennedy;9;2.1;83;;0;;278;;76.5
2025-10-27;17:21;Suba;11;1;;;0.1;;244;15.3;
2025-10-27;17:21;Puente Aranda;13;1.9;64;561;0.2;;259;16;89
2025-10-27;17:21;MinAmbiente;17;-9999;;;0.1;;-9999;;
2025-10-27;17:21;San Cristobal;24;0.8;17;;0;;325;14.3;83
2025-10-27;17:21;Movil 7ma;26;0.2;53;560;0;;227;15.9;72.7
2025-10-27;17:21;Bolivia;27;1.4;49;563;0;;257;15;89
2025-10-27;17:21;Fontibon;30;3.7;;562;0.1;;245;14.9;84
2025-10-27;17:21;Usme;32;;31;560;0;;;16.2;
2025-10-27;17:21;Jazmin;34;1.9;86;562;0;;286;16.3;85
2025-10-27;17:21;Ciudad Bolivar;37;;91;555;0;;;14.9;
2025-10-27;17:21;Colina;38;0.9;53;562;0.3;;271;14.8;
2025-10-27;17:21;Movil Fontibon;39;;85;563;;;;15.5;
