Fecha;Hora;name;stationId;Presion Baro;Dir Viento;Vel Viento;Humedad;Temperatura 8M;Rad Solar;Lluvia;Temperatura
2025-10-01;16:20;Usaquen;1;;134.0;2.2;;;;0.0;16.8
2025-10-01;16:20;Carvajal - Sevillana;3;;255.0;5.0;;;;0.0;20.3
2025-10-01;16:20;Tunal;4;563.0;175.0;2.1;44.0;;499.0;0.0;
2025-10-01;16:20;Centro de Alto Rendimiento;5;564.0;167.0;2.0;52.0;;368.0;0.0;16.5
2025-10-01;16:20;Las Ferias;6;563.0;;;47.0;;;0.0;19.6
2025-10-01;16:20;Guaymaral;8;563.0;115.0;1.8;54.0;18.1;261.0;0.0;18.9
2025-10-01;16:20;Kennedy;9;;179.0;1.5;43.1;;327.0;0.0;
2025-10-01;16:20;Suba;11;;109.0;3.2;;;;0.0;18.2
2025-10-01;16:20;Puente Aranda;13;563.0;155.0;2.9;59.0;;306.0;0.0;17.6
2025-10-01;16:20;MinAmbiente;17;;-9999.0;-9999.0;;;;0.0;
2025-10-01;16:20;San Cristobal;24;;182.0;1.7;56.0;;148.0;0.0;16.8
2025-10-01;16:20;Movil 7ma;26;561.0;220.0;2.4;49.1;;297.0;0.0;18.4
2025-10-01;16:20;Bolivia;27;564.0;136.0;2.8;63.0;;445.0;0.0;17.9
2025-10-01;16:20;Fontibon;30;563.0;148.0;3.7;52.0;;;0.0;18.0
2025-10-01;16:20;Usme;32;562.0;;;;;409.0;0.0;17.7
2025-10-01;16:20;Jazmin;34;563.0;147.0;2.7;54.0;;388.0;0.0;18.2
2025-10-01;16:20;Ciudad Bolivar;37;557.0;;;;;507.0;0.0;17.5
2025-10-01;16:20;Colina;38;563.0;151.0;1.6;;;161.0;0.0;17.3
2025-10-01;16:20;Movil Fontibon;39;564.0;;;;;363.0;;18.8
2025-10-01;17:20;Usaquen;1;;114.0;2.1;;;;0.0;15.5
2025-10-01;17:20;Carvajal - Sevillana;3;;257.0;5.3;;;;0.0;18.9
2025-10-01;17:20;Tunal;4;563.0;177.0;1.9;48.0;;137.0;0.0;
2025-10-01;17:20;Centro de Alto Rendimiento;5;565.0;182.0;1.6;54.0;;76.0;0.0;15.6
2025-10-01;17:20;Las Ferias;6;563.0;;;49.0;;;0.0;18.4
2025-10-01;17:20;Guaymaral;8;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0
2025-10-01;17:20;Kennedy;9;;186.0;1.8;49.5;;116.0;0.0;
2025-10-01;17:20;Suba;11;;64.0;2.7;;;;0.0;16.4
2025-10-01;17:20;Puente Aranda;13;563.0;159.0;2.5;59.0;;103.0;0.0;17.6
2025-10-01;17:20;MinAmbiente;17;;-9999.0;-9999.0;;;;0.0;
2025-10-01;17:20;San Cristobal;24;;167.0;2.1;59.0;;64.0;0.0;15.7
2025-10-01;17:20;Movil 7ma;26;562.0;218.0;1.8;50.0;;67.0;0.0;17.6
2025-10-01;17:20;Bolivia;27;564.0;123.0;2.0;66.0;;109.0;0.0;17.2
2025-10-01;17:20;Fontibon;30;564.0;150.0;3.6;54.0;;;0.0;17.4
2025-10-01;17:20;Usme;32;562.0;;;;;50.0;0.0;16.6
2025-10-01;17:20;Jazmin;34;563.0;150.0;2.8;55.0;;131.0;0.0;17.5
2025-10-01;17:20;Ciudad Bolivar;37;557.0;;;;;100.0;0.0;16.4
2025-10-01;17:20;Colina;38;564.0;132.0;2.1;;;58.0;0.0;16.5
2025-10-01;17:20;Movil Fontibon;39;564.0;;;;;121.0;;18.2
2025-10-01;18:19;Usaquen;1;;111.0;2.8;;;;0.0;14.4
2025-10-01;18:19;Carvajal - Sevillana;3;;256.0;5.5;;;;0.0;17.1
2025-10-01;18:19;Tunal;4;563.0;181.0;1.9;56.0;;9.0;0.0;
2025-10-01;18:19;Centro de Alto Rendimiento;5;565.0;177.0;1.5;59.0;;8.0;0.0;14.0
2025-10-01;18:19;Las Ferias;6;564.0;;;60.0;;;0.0;15.3
2025-10-01;18:19;Guaymaral;8;564.0;116.0;1.9;69.0;14.1;0.0;0.0;14.3
2025-10-01;18:19;Kennedy;9;;161.0;1.3;55.7;;7.0;0.0;
2025-10-01;18:19;Suba;11;;67.0;2.2;;;;0.0;14.9
2025-10-01;18:19;Puente Aranda;13;564.0;146.0;2.4;62.0;;10.0;0.0;16.5
2025-10-01;18:19;MinAmbiente;17;;-9999.0;-9999.0;;;;0.0;
2025-10-01;18:19;San Cristobal;24;;164.0;2.8;63.0;;4.0;0.0;14.2
2025-10-01;18:19;Movil 7ma;26;562.0;185.0;1.1;53.9;;8.0;0.0;16.2
2025-10-01;18:19;Bolivia;27;565.0;122.0;1.6;73.0;;8.0;0.1;15.8
2025-10-01;18:19;Fontibon;30;564.0;133.0;4.0;59.0;;;0.0;15.9
2025-10-01;18:19;Usme;32;562.0;;;;;8.0;0.0;15.5
2025-10-01;18:19;Jazmin;34;564.0;146.0;2.5;58.0;;10.0;0.0;16.6
2025-10-01;18:19;Ciudad Bolivar;37;557.0;;;;;1.0;0.0;15.2
2025-10-01;18:19;Colina;38;564.0;133.0;2.0;;;10.0;0.0;15.2
2025-10-01;18:19;Movil Fontibon;39;565.0;;;;;12.0;;16.7
2025-10-01;20:43;Usaquen;1;;111.0;1.6;;;;0.0;13.1
2025-10-01;20:43;Carvajal - Sevillana;3;;270.0;2.9;;;;0.0;15.5
2025-10-01;20:43;Tunal;4;564.0;170.0;1.4;65.0;;1.0;0.0;
2025-10-01;20:43;Centro de Alto Rendimiento;5;566.0;160.0;1.2;64.0;;0.0;0.0;12.4
2025-10-01;20:43;Las Ferias;6;565.0;;;62.0;;;0.0;14.3
2025-10-01;20:43;Guaymaral;8;565.0;181.0;0.9;74.0;13.1;0.0;0.0;13.2
2025-10-01;20:43;Kennedy;9;;174.0;1.2;63.3;;0.0;0.0;
2025-10-01;20:43;Suba;11;;18.0;1.4;;;;0.0;12.4
2025-10-01;20:43;Puente Aranda;13;565.0;173.0;1.9;65.0;;0.0;0.0;15.5
2025-10-01;20:43;MinAmbiente;17;;-9999.0;-9999.0;;;;0.0;
2025-10-01;20:43;San Cristobal;24;;128.0;2.0;68.0;;0.0;0.0;12.9
2025-10-01;20:43;Movil 7ma;26;563.0;186.0;1.0;57.0;;0.0;0.0;14.9
2025-10-01;20:43;Bolivia;27;566.0;67.0;2.5;82.0;;0.0;0.0;13.8
2025-10-01;20:43;Fontibon;30;565.0;126.0;1.4;64.0;;;0.0;14.6
2025-10-01;20:43;Usme;32;563.0;;;;;0.0;0.0;14.4
2025-10-01;20:43;Jazmin;34;565.0;150.0;2.6;63.0;;0.0;0.0;15.2
2025-10-01;20:43;Ciudad Bolivar;37;558.0;;;;;0.0;0.0;13.8
2025-10-01;20:43;Colina;38;565.0;3.0;1.3;;;0.0;0.0;13.8
2025-10-01;20:43;Movil Fontibon;39;566.0;;;;;0.0;;15.2
2025-10-01;21:59;Usaquen;1;;120.0;2.2;;;;0.0;13.2
2025-10-01;21:59;Carvajal - Sevillana;3;;277.0;2.8;;;;0.0;15.2
2025-10-01;21:59;Tunal;4;565.0;185.0;1.0;67.0;;1.0;0.0;
2025-10-01;21:59;Centro de Alto Rendimiento;5;567.0;139.0;1.4;64.0;;0.0;0.0;12.9
2025-10-01;21:59;Las Ferias;6;566.0;;;62.0;;;0.0;14.5
2025-10-01;21:59;Guaymaral;8;566.0;257.0;0.7;73.0;12.6;0.0;0.0;12.9
2025-10-01;21:59;Kennedy;9;;193.0;1.5;66.8;;0.0;0.0;
2025-10-01;21:59;Suba;11;;9.0;1.1;;;;0.0;12.2
2025-10-01;21:59;Puente Aranda;13;565.0;148.0;2.4;68.0;;0.0;0.0;15.4
2025-10-01;21:59;MinAmbiente;17;;-9999.0;-9999.0;;;;0.0;
2025-10-01;21:59;San Cristobal;24;;88.0;1.0;70.0;;0.0;0.0;12.9
2025-10-01;21:59;Movil 7ma;26;564.0;222.0;0.4;57.7;;0.0;0.0;15.1
2025-10-01;21:59;Bolivia;27;567.0;65.0;1.9;82.0;;0.0;0.0;13.8
2025-10-01;21:59;Fontibon;30;566.0;205.0;0.4;68.0;;;0.0;14.3
2025-10-01;21:59;Usme;32;564.0;;;;;0.0;0.0;14.3
2025-10-01;21:59;Jazmin;34;566.0;137.0;2.1;65.0;;0.0;0.0;15.3
2025-10-01;21:59;Ciudad Bolivar;37;559.0;;;;;0.0;0.0;13.7
2025-10-01;21:59;Colina;38;566.0;55.0;0.7;;;0.0;0.0;13.9
2025-10-01;21:59;Movil Fontibon;39;567.0;;;;;1.0;;15.2
2025-10-01;22:34;Usaquen;1;;113;1.8;;;;0;13.3
2025-10-01;22:34;Carvajal - Sevillana;3;;267;3.3;;;;0;15
2025-10-01;22:34;Tunal;4;565;195;0.8;70;;1;0;
2025-10-01;22:34;Centro de Alto Rendimiento;5;567;181;1.3;65;;0;0;12.8
2025-10-01;22:34;Las Ferias;6;566;;;65;;;0;14.2
2025-10-01;22:34;Guaymaral;8;566;295;1;74;12.3;0;0;12.4
2025-10-01;22:34;Kennedy;9;;189;1.4;69.1;;0;0;
2025-10-01;22:34;Suba;11;;1;1.3;;;;0;11.8
2025-10-01;22:34;Puente Aranda;13;566;156;1.9;70;;0;0;15.2
2025-10-01;22:34;MinAmbiente;17;;-9999;-9999;;;;0;
2025-10-01;22:34;San Cristobal;24;;84;0.9;72;;0;0;12.7
2025-10-01;22:34;Movil 7ma;26;564;227;0.7;58.8;;0;0;15
2025-10-01;22:34;Bolivia;27;567;37;2;82;;0;0;13.3
2025-10-01;22:34;Fontibon;30;566;23;1.5;75;;;0;13.7
2025-10-01;22:34;Usme;32;564;;;;;0;0;14.1
2025-10-01;22:34;Jazmin;34;566;191;0.9;68;;0;0;15.2
2025-10-01;22:34;Ciudad Bolivar;37;560;;;;;0;0;13.6
2025-10-01;22:34;Colina;38;566;39;1.1;;;0;0;13.6
2025-10-01;22:34;Movil Fontibon;39;567;;;;;1;;14.6
