Fecha;Hora;name;stationId;Rad Solar;Temperatura;Lluvia;Temperatura 8M;Dir Viento;Presion Baro;Vel Viento;Humedad
2025-12-30;15:29;Colina;38;182.0;17.0;0.0;;177.0;565.0;1.7;
2025-12-30;15:29;Movil Fontibon;39;651.0;19.6;;;;564.0;;
2025-12-30;16:24;Usaquen;1;;15.5;0.0;;149.0;;2.8;
2025-12-30;16:24;Carvajal - Sevillana;3;;11.9;0.0;;243.0;;1.6;
2025-12-30;16:24;Tunal;4;474.0;;0.0;;176.0;562.0;2.1;44.0
2025-12-30;16:24;Centro de Alto Rendimiento;5;252.0;17.8;0.0;;165.0;564.0;3.5;54.0
2025-12-30;16:24;Las Ferias;6;;18.5;0.0;;90.0;563.0;2.7;48.0
2025-12-30;16:24;Guaymaral;8;145.0;17.6;0.0;16.9;133.0;563.0;1.5;58.0
2025-12-30;16:24;Kennedy;9;438.0;;0.0;;188.0;;1.8;40.4
2025-12-30;16:24;Suba;11;;17.1;0.0;;109.0;;3.3;
2025-12-30;16:24;Puente Aranda;13;264.0;18.0;0.0;;141.0;562.0;3.0;55.0
2025-12-30;16:24;MinAmbiente;17;;;0.0;;-9999.0;;-9999.0;
2025-12-30;16:24;San Cristobal;24;171.0;16.7;0.0;;126.0;;1.4;55.0
2025-12-30;16:24;Movil 7ma;26;137.0;18.1;0.0;;320.0;561.0;1.8;48.7
2025-12-30;16:24;Bolivia;27;200.0;17.3;0.0;;116.0;564.0;2.7;64.0
2025-12-30;16:24;Fontibon;30;;18.0;0.0;;156.0;563.0;4.4;49.0
2025-12-30;16:24;Usme;32;313.0;17.5;0.0;;;561.0;;
2025-12-30;16:24;Jazmin;34;422.0;18.7;0.0;;144.0;563.0;2.7;50.0
2025-12-30;16:24;Ciudad Bolivar;37;468.0;17.6;0.0;;;556.0;;
2025-12-30;16:24;Colina;38;182.0;17.0;0.0;;177.0;565.0;1.7;
2025-12-30;16:24;Movil Fontibon;39;316.0;18.9;;;;564.0;;
2025-12-30;17:24;Usaquen;1;;15.6;0;;167;;2.2;
2025-12-30;17:24;Carvajal - Sevillana;3;;11.9;0;;243;;1.6;
2025-12-30;17:24;Tunal;4;256;;0;;145;562;2.7;46
2025-12-30;17:24;Centro de Alto Rendimiento;5;162;17.2;0;;182;564;2.5;56
2025-12-30;17:24;Las Ferias;6;;17.6;0;;69;563;3;51
2025-12-30;17:24;Guaymaral;8;18;16.2;0;15.6;105;563;1.7;59
2025-12-30;17:24;Kennedy;9;177;;0;;164;;1.1;40.7
2025-12-30;17:24;Suba;11;;17.1;0;;116;;3.4;
2025-12-30;17:24;Puente Aranda;13;288;17.6;0;;157;563;3.8;57
2025-12-30;17:24;MinAmbiente;17;;;0;;-9999;;-9999;
2025-12-30;17:24;San Cristobal;24;49;14.9;0;;128;;1.5;61
2025-12-30;17:24;Movil 7ma;26;105;17.9;0;;304;561;1;48.5
2025-12-30;17:24;Bolivia;27;151;16.9;0;;117;564;3.1;66
2025-12-30;17:24;Fontibon;30;;17.5;0;;120;563;3.8;52
2025-12-30;17:24;Usme;32;192;17.1;0;;;561;;
2025-12-30;17:24;Jazmin;34;311;17.4;0;;137;563;3.6;55
2025-12-30;17:24;Ciudad Bolivar;37;163;16.6;0;;;556;;
2025-12-30;17:24;Colina;38;93;16.5;0;;169;563;1.8;
2025-12-30;17:24;Movil Fontibon;39;228;18.7;;;;564;;
