Fecha;Hora;name;stationId;PM25;eBC;NOX;PM10;BBP;OZONO;NO2;SO2;CO;NO
2025-12-08;04:33;Guaymaral;8;19.0;;67.8;43.0;;0.3;13.4;1.5;0.5;54.5
2025-12-08;04:33;Kennedy;9;74.0;5.2;38.0;98.0;52.4;0.0;20.0;3.1;0.89;18.0
2025-12-08;04:33;Suba;11;985.0;;24.2;32.9;;0.5;11.5;0.9;0.57;12.6
2025-12-08;04:33;Puente Aranda;13;50.1;-9999.0;64.1;93.4;0.1;1.0;21.3;2.9;0.68;43.0
2025-12-08;04:33;MinAmbiente;17;24.0;;13.4;33.0;;2.3;9.3;1.4;0.59;4.2
2025-12-08;04:33;San Cristobal;24;10.0;0.5;-9999.0;12.0;24.9;4.6;-9999.0;0.0;0.24;-9999.0
2025-12-08;04:33;Movil 7ma;26;41.4;;;54.6;;;;;-9999.0;
2025-12-08;04:33;Bolivia;27;44.2;;24.2;70.4;;0.5;16.0;;0.38;8.2
2025-12-08;04:33;Fontibon;30;57.0;5.4;36.0;-9999.0;37.4;1.6;15.2;-9999.0;0.62;20.9
2025-12-08;04:33;Usme;32;70.5;;31.5;87.7;;0.6;13.9;1.2;0.31;17.7
2025-12-08;04:33;Jazmin;34;96.2;;47.3;126.4;;0.4;17.7;2.2;0.79;29.6
2025-12-08;04:33;Ciudad Bolivar;37;72.1;6.5;88.2;122.1;40.7;1.1;30.4;3.1;1.18;57.7
2025-12-08;04:33;Colina;38;8.0;;86.3;2.4;;-9999.0;62.8;0.4;0.7;23.5
2025-12-08;04:33;Movil Fontibon;39;14.2;;-9999.0;79.8;;;-9999.0;;-9999.0;-9999.0
2025-12-08;05:29;Usaquen;1;35.4;;-9999.0;35.2;;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0
2025-12-08;05:29;Carvajal - Sevillana;3;51.0;;;93.0;;;;1.9;1.33;
2025-12-08;05:29;Tunal;4;0.0;1.9;22.5;29.0;26.8;1.4;7.8;0.3;-9999.0;14.7
2025-12-08;05:29;Centro de Alto Rendimiento;5;54.9;6.0;36.7;72.8;35.7;-9999.0;10.1;-0.2;0.74;26.6
2025-12-08;05:29;Las Ferias;6;57.0;;49.3;42.6;;0.3;15.9;;0.86;33.3
2025-12-08;05:29;Guaymaral;8;22.0;;76.8;38.0;;0.2;10.1;1.9;0.56;66.7
2025-12-08;05:29;Kennedy;9;57.5;6.6;44.9;80.7;35.1;0.0;20.8;2.3;0.95;24.1
2025-12-08;05:29;Suba;11;985.0;;15.6;39.4;;0.6;8.7;0.7;0.47;7.0
2025-12-08;05:29;Puente Aranda;13;53.7;-9999.0;51.7;86.8;0.1;0.9;18.5;2.8;0.46;33.3
2025-12-08;05:29;MinAmbiente;17;30.0;;16.0;41.0;;1.4;10.6;1.4;0.67;5.4
2025-12-08;05:29;San Cristobal;24;8.0;0.5;-9999.0;21.0;13.8;4.6;-9999.0;0.1;0.25;-9999.0
2025-12-08;05:29;Movil 7ma;26;29.7;;;62.5;;;;;-9999.0;
2025-12-08;05:29;Bolivia;27;38.5;;36.9;70.6;;0.3;14.2;;0.46;22.7
2025-12-08;05:29;Fontibon;30;47.0;4.9;37.0;-9999.0;33.1;1.7;15.4;-9999.0;0.62;21.6
2025-12-08;05:29;Usme;32;46.6;;33.2;62.0;;0.4;13.3;1.0;0.46;19.9
2025-12-08;05:29;Jazmin;34;84.7;;50.3;102.0;;0.2;16.7;1.5;0.73;33.7
2025-12-08;05:29;Ciudad Bolivar;37;69.6;6.6;102.6;120.2;36.9;0.8;26.0;1.7;1.41;76.6
2025-12-08;05:29;Colina;38;8.0;;86.3;2.4;;-9999.0;62.8;0.4;0.7;23.5
2025-12-08;05:29;Movil Fontibon;39;14.2;;-9999.0;79.8;;;-9999.0;;-9999.0;-9999.0
2025-12-08;06:23;Usaquen;1;39.7;;-9999.0;35.3;;-9999.0;-9999.0;-9999.0;-9999.0;-9999.0
2025-12-08;06:23;Carvajal - Sevillana;3;63.0;;;126.0;;;;2.1;1.56;
2025-12-08;06:23;Tunal;4;0.0;2.1;24.1;43.0;17.9;1.2;7.3;0.2;-9999.0;16.9
2025-12-08;06:23;Centro de Alto Rendimiento;5;52.0;6.1;44.7;65.1;37.2;-9999.0;8.8;-0.4;0.77;35.8
2025-12-08;06:23;Las Ferias;6;51.0;;64.0;42.4;;0.3;15.5;;0.96;48.4
2025-12-08;06:23;Guaymaral;8;25.0;;68.9;37.0;;0.2;7.5;1.7;0.59;61.5
2025-12-08;06:23;Kennedy;9;58.1;7.8;82.1;75.5;26.2;0.0;20.4;2.1;1.38;61.7
2025-12-08;06:23;Suba;11;985.0;;17.0;34.8;;0.6;6.6;0.6;0.5;10.5
2025-12-08;06:23;Puente Aranda;13;40.0;-9999.0;65.1;74.0;0.1;0.9;16.4;2.7;0.59;48.7
2025-12-08;06:23;MinAmbiente;17;31.0;;20.3;47.0;;1.4;10.4;1.3;0.75;9.9
2025-12-08;06:23;San Cristobal;24;9.0;0.6;-9999.0;18.0;17.4;4.2;-9999.0;0.0;0.29;-9999.0
2025-12-08;06:23;Movil 7ma;26;38.6;;;54.4;;;;;-9999.0;
2025-12-08;06:23;Bolivia;27;42.1;;45.7;57.4;;0.5;14.3;;0.84;31.5
2025-12-08;06:23;Fontibon;30;50.0;4.4;35.6;-9999.0;39.9;1.8;13.8;-9999.0;0.65;21.8
