Fecha;Hora;name;stationId;Temperatura;Dir Viento;Humedad;Presion Baro;Temperatura 8M;Lluvia;Rad Solar;Vel Viento
2025-12-22;15:28;Jazmin;34;18.4;272.0;68.0;562.0;;0.0;469.0;4.2
2025-12-22;15:28;Ciudad Bolivar;37;16.4;;;556.0;;0.0;509.0;
2025-12-22;15:28;Colina;38;14.8;271.0;;562.0;;0.3;53.0;0.9
2025-12-22;15:28;Movil Fontibon;39;18.3;;;563.0;;;615.0;
2025-12-22;16:22;Usaquen;1;17.3;219;;;;0;;1.9
2025-12-22;16:22;Carvajal - Sevillana;3;19.3;20;;;;0;;4.2
2025-12-22;16:22;Tunal;4;;187;64;563;;0;0;1
2025-12-22;16:22;Centro de Alto Rendimiento;5;18.7;293;62;563;;0;167;4.2
2025-12-22;16:22;Las Ferias;6;18.5;209;57;562;;0;;3.5
2025-12-22;16:22;Guaymaral;8;19.1;251;58;561;18.6;0;102;2.6
2025-12-22;16:22;Kennedy;9;;285;62.8;;;0;339;3.4
2025-12-22;16:22;Suba;11;19.5;241;;;;0;;2.5
2025-12-22;16:22;Puente Aranda;13;17.4;243;75;561;;0;225;3.8
2025-12-22;16:22;MinAmbiente;17;;-9999;;;;0;;-9999
2025-12-22;16:22;San Cristobal;24;16.3;320;70;;;0;23;1.1
2025-12-22;16:22;Movil 7ma;26;18.5;307;56.7;560;;0;76;1.1
2025-12-22;16:22;Bolivia;27;18;275;73;563;;0;294;3.1
2025-12-22;16:22;Fontibon;30;18.1;243;62;562;;0;;6.7
2025-12-22;16:22;Usme;32;18.3;;;560;;0;110;
2025-12-22;16:22;Jazmin;34;17.6;277;73;562;;0;186;3.3
2025-12-22;16:22;Ciudad Bolivar;37;16;;;555;;0;239;
2025-12-22;16:22;Colina;38;14.8;271;;562;;0.3;53;0.9
2025-12-22;16:22;Movil Fontibon;39;18.4;;;563;;;513;
