Fecha;Hora;name;stationId;Humedad;Temperatura 8M;Dir Viento;Lluvia;Temperatura;Presion Baro;Rad Solar;Vel Viento
2025-11-08;15:22;Movil Fontibon;39;;;;;19.3;562.0;587.0;
2025-11-08;16:18;Usaquen;1;;;123.0;0.0;20.3;;;2.8
2025-11-08;16:18;Carvajal - Sevillana;3;;;30.0;0.0;22.2;;;4.0
2025-11-08;16:18;Tunal;4;60.0;;303.0;0.0;;561.0;238.0;2.8
2025-11-08;16:18;Centro de Alto Rendimiento;5;52.0;;290.0;0.0;18.2;562.0;125.0;0.5
2025-11-08;16:18;Las Ferias;6;51.0;;13.0;0.0;19.8;561.0;;1.7
2025-11-08;16:18;Guaymaral;8;42.0;20.4;333.0;0.0;21.7;563.0;403.0;1.9
2025-11-08;16:18;Kennedy;9;46.2;;174.0;0.0;;;615.0;1.7
2025-11-08;16:18;Suba;11;;;247.0;0.0;21.0;;;1.8
2025-11-08;16:18;Puente Aranda;13;68.0;;252.0;0.0;19.8;561.0;409.0;3.0
2025-11-08;16:18;MinAmbiente;17;;;-9999.0;0.0;;;;-9999.0
2025-11-08;16:18;San Cristobal;24;57.0;;342.0;0.0;19.4;;68.0;0.7
2025-11-08;16:18;Movil 7ma;26;41.4;;156.0;0.0;-53.8;560.0;84.0;0.7
2025-11-08;16:18;Bolivia;27;78.0;;300.0;0.0;17.4;562.0;187.0;3.1
2025-11-08;16:18;Fontibon;30;67.0;;285.0;0.0;18.9;562.0;;4.9
2025-11-08;16:18;Usme;32;;;;0.0;20.4;560.0;183.0;
2025-11-08;16:18;Jazmin;34;66.0;;284.0;0.0;20.0;561.0;445.0;3.3
2025-11-08;16:18;Ciudad Bolivar;37;;;;0.0;17.4;555.0;273.0;
2025-11-08;16:18;Colina;38;;;271.0;0.3;14.8;562.0;53.0;0.9
2025-11-08;16:18;Movil Fontibon;39;;;;;19.1;562.0;338.0;
2025-11-08;17:19;Usaquen;1;;;78.0;0.0;20.4;;;1.5
2025-11-08;17:19;Carvajal - Sevillana;3;;;37.0;0.0;18.8;;;3.2
2025-11-08;17:19;Tunal;4;68.0;;300.0;0.0;;561.0;51.0;2.8
2025-11-08;17:19;Centro de Alto Rendimiento;5;70.0;;313.0;0.0;15.7;562.0;73.0;2.9
2025-11-08;17:19;Las Ferias;6;61.0;;238.0;0.0;18.4;562.0;;3.7
2025-11-08;17:19;Guaymaral;8;42.0;20.4;333.0;0.0;21.7;563.0;403.0;1.9
2025-11-08;17:19;Kennedy;9;46.2;;174.0;0.0;;;615.0;1.7
2025-11-08;17:19;Suba;11;;;246.0;0.0;18.3;;;1.5
2025-11-08;17:19;Puente Aranda;13;79.0;;264.0;0.0;18.1;561.0;29.0;2.8
2025-11-08;17:19;MinAmbiente;17;;;-9999.0;0.0;;;;-9999.0
2025-11-08;17:19;San Cristobal;24;67.0;;309.0;0.0;17.3;;31.0;1.1
2025-11-08;17:19;Movil 7ma;26;53.6;;84.0;0.0;-54.1;560.0;50.0;1.1
2025-11-08;17:19;Bolivia;27;78.0;;279.0;0.0;17.4;563.0;135.0;2.5
2025-11-08;17:19;Fontibon;30;82.0;;277.0;0.0;16.1;562.0;;3.5
2025-11-08;17:19;Usme;32;;;;0.0;19.1;560.0;89.0;
2025-11-08;17:19;Jazmin;34;74.0;;290.0;0.0;18.5;562.0;88.0;2.9
2025-11-08;17:19;Ciudad Bolivar;37;;;;0.0;16.3;555.0;52.0;
2025-11-08;17:19;Colina;38;;;271.0;0.3;14.8;562.0;53.0;0.9
2025-11-08;17:19;Movil Fontibon;39;;;;;16.6;563.0;34.0;
2025-11-08;18:20;Usaquen;1;;;260.0;0.0;17.1;;;1.6
2025-11-08;18:20;Carvajal - Sevillana;3;;;27.0;0.0;16.7;;;2.5
2025-11-08;18:20;Tunal;4;76.0;;295.0;0.0;;561.0;13.0;2.7
2025-11-08;18:20;Centro de Alto Rendimiento;5;78.0;;316.0;0.0;13.9;563.0;8.0;1.3
2025-11-08;18:20;Las Ferias;6;70.0;;228.0;0.0;16.6;562.0;;2.5
2025-11-08;18:20;Guaymaral;8;42.0;20.4;333.0;0.0;21.7;563.0;403.0;1.9
2025-11-08;18:20;Kennedy;9;46.2;;174.0;0.0;;;615.0;1.7
2025-11-08;18:20;Suba;11;;;228.0;0.0;16.3;;;1.3
2025-11-08;18:20;Puente Aranda;13;88.0;;262.0;0.0;16.8;562.0;9.0;2.4
2025-11-08;18:20;MinAmbiente;17;;;-9999.0;0.0;;;;-9999.0
2025-11-08;18:20;San Cristobal;24;77.0;;331.0;0.0;15.8;;5.0;1.5
2025-11-08;18:20;Movil 7ma;26;63.3;;87.0;0.0;17.5;560.0;8.0;0.8
2025-11-08;18:20;Bolivia;27;83.0;;276.0;0.0;15.8;563.0;10.0;1.6
2025-11-08;18:20;Fontibon;30;86.0;;252.0;0.0;15.3;563.0;;3.3
2025-11-08;18:20;Usme;32;;;;0.0;17.9;560.0;11.0;
2025-11-08;18:20;Jazmin;34;86.0;;288.0;0.0;16.8;562.0;12.0;2.4
2025-11-08;18:20;Ciudad Bolivar;37;;;;0.0;15.2;556.0;3.0;
2025-11-08;18:20;Colina;38;;;271.0;0.3;14.8;562.0;53.0;0.9
2025-11-08;18:20;Movil Fontibon;39;;;;;15.7;563.0;9.0;
2025-11-08;20:57;Usaquen;1;;;130.0;0.0;15.5;;;2.4
2025-11-08;20:57;Carvajal - Sevillana;3;;;270.0;0.0;17.3;;;0.9
2025-11-08;20:57;Tunal;4;67.0;;178.0;0.0;;563.0;1.0;0.8
2025-11-08;20:57;Centro de Alto Rendimiento;5;84.0;;338.0;0.0;13.1;565.0;0.0;0.5
2025-11-08;20:57;Las Ferias;6;75.0;;238.0;0.0;15.8;563.0;;1.7
2025-11-08;20:57;Guaymaral;8;42.0;20.4;333.0;0.0;21.7;563.0;403.0;1.9
2025-11-08;20:57;Kennedy;9;46.2;;174.0;0.0;;;615.0;1.7
2025-11-08;20:57;Suba;11;;;290.0;0.0;14.3;;;0.6
2025-11-08;20:57;Puente Aranda;13;91.0;;269.0;0.0;16.4;563.0;0.0;1.4
2025-11-08;20:57;MinAmbiente;17;;;-9999.0;0.0;;;;-9999.0
2025-11-08;20:57;San Cristobal;24;67.0;;99.0;0.0;14.4;;0.0;2.2
2025-11-08;20:57;Movil 7ma;26;58.5;;260.0;0.0;13.0;562.0;0.0;1.4
2025-11-08;20:57;Bolivia;27;89.0;;275.0;0.0;14.8;564.0;0.0;0.8
2025-11-08;20:57;Fontibon;30;89.0;;265.0;0.0;14.5;564.0;;2.4
2025-11-08;20:57;Usme;32;;;;0.0;16.3;562.0;0.0;
2025-11-08;20:57;Jazmin;34;89.0;;317.0;0.0;16.3;563.0;0.0;1.0
2025-11-08;20:57;Ciudad Bolivar;37;;;;0.0;15.6;557.0;0.0;
2025-11-08;20:57;Colina;38;;;271.0;0.3;14.8;562.0;53.0;0.9
2025-11-08;20:57;Movil Fontibon;39;;;;;15.0;564.0;0.0;
2025-11-08;22:17;Usaquen;1;;;183;0;14.6;;;1
2025-11-08;22:17;Carvajal - Sevillana;3;;;269;0;16.3;;;1.4
2025-11-08;22:17;Tunal;4;72;;178;0;;564;1;0.9
2025-11-08;22:17;Centro de Alto Rendimiento;5;85;;271;0;11.9;565;0;0.2
2025-11-08;22:17;Las Ferias;6;69;;27;0;14.4;564;;0.2
2025-11-08;22:17;Guaymaral;8;74;13.9;92;0;13.6;564;0;1.1
2025-11-08;22:17;Kennedy;9;46.2;;174;0;;;615;1.7
2025-11-08;22:17;Suba;11;;;24;0;13.4;;;1.2
2025-11-08;22:17;Puente Aranda;13;90;;256;0;15.9;564;0;1.2
2025-11-08;22:17;MinAmbiente;17;;;-9999;0;;;;-9999
2025-11-08;22:17;San Cristobal;24;69;;113;0;13.8;;0;0.6
2025-11-08;22:17;Movil 7ma;26;56.8;;310;0;14.7;563;0;0.8
2025-11-08;22:17;Bolivia;27;86;;356;0;14.6;565;0;0.9
2025-11-08;22:17;Fontibon;30;88;;320;0;14.6;565;;0.8
2025-11-08;22:17;Usme;32;;;;0;15.1;563;0;
2025-11-08;22:17;Jazmin;34;70;;234;0;16.5;564;0;1
2025-11-08;22:17;Ciudad Bolivar;37;;;;0;15;558;0;
2025-11-08;22:17;Colina;38;;;271;0.3;14.8;562;53;0.9
2025-11-08;22:17;Movil Fontibon;39;;;;;15.1;565;0;
