Fecha;Hora;name;stationId;Humedad;Dir Viento;Temperatura 8M;Lluvia;Presion Baro;Vel Viento;Rad Solar;Temperatura
2025-11-27;15:24;Movil Fontibon;39;;;;;563.0;;103.0;18.4
2025-11-27;16:21;Usaquen;1;;137;;0;;3.8;;16.7
2025-11-27;16:21;Carvajal - Sevillana;3;;277;;0;;3;;19.3
2025-11-27;16:21;Tunal;4;55;205;;0;561;1.2;87;
2025-11-27;16:21;Centro de Alto Rendimiento;5;52;148;;0;563;3;106;18.6
2025-11-27;16:21;Las Ferias;6;45;72;;0;562;1.8;;18.6
2025-11-27;16:21;Guaymaral;8;46;106;17.9;0;562;1.8;80;18.2
2025-11-27;16:21;Kennedy;9;57.8;206;;0;;1.5;67;
2025-11-27;16:21;Suba;11;;84;;0;;2.9;;18.4
2025-11-27;16:21;Puente Aranda;13;54;127;;0;561;1.8;79;18.9
2025-11-27;16:21;MinAmbiente;17;;-9999;;0;;-9999;;
2025-11-27;16:21;San Cristobal;24;57;130;;0;;2.2;54;16.3
2025-11-27;16:21;Movil 7ma;26;45.8;248;;0;560;2.5;105;-71.9
2025-11-27;16:21;Bolivia;27;56;119;;0;563;2.5;156;18.3
2025-11-27;16:21;Fontibon;30;68;258;;0;562;3.5;;17.3
2025-11-27;16:21;Usme;32;;;;0;560;;66;17.8
2025-11-27;16:21;Jazmin;34;52;147;;0;562;2.1;104;18.6
2025-11-27;16:21;Ciudad Bolivar;37;;;;0;555;;61;16.8
2025-11-27;16:21;Colina;38;;271;;0.3;562;0.9;53;14.8
2025-11-27;16:21;Movil Fontibon;39;;;;;563;;99;17.6
